No,genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
62008,Dance,Rita Ora,Summer Love,2Kn3QKBTvXdRvDYzvnKXQX,,0.175,0.56,258140,0.723,0.00315,C#,0.149,-6.263,Major,0.0459,159.915,0.282
62009,Alternative,MARINA,Starring Role,7KDfz5EnLXiPVgSOUWwpre,,0.122,0.529,206987,0.8,0,C#,0.0704,-4.99,Minor,0.067,143.992,0.41
62010,Jazz,Abstract Orchestra,Welcome to Detroit / The Diary,5XHkIgr2Fi6IzuWlt7Yw4B,,0.00257,0.376,232944,0.712,0.868,C#,0.101,-7.716,Major,0.0354,145.491,0.42
62011,Soundtrack,Michael Andrews,Slipping Away,4nu6YmNTsQWDqNTacygVkS,,0.937,0.254,75693,0.167,0.965,D#,0.105,-20.546,Major,0.0326,119.305,0.185
62012,Anime,Nanahira,Yasai Mashi Ninniku Abura Oome - Oobutaw Ver.,2vMQK2nyK6Nf8uHeyrjSOC,,0.0209,0.475,213013,0.989,0.0791,C#,0.32,-1.112,Major,0.32,179.962,0.329
62013,World,Tent Makers,?? ?? ??? Healer,2NLwfIlCpVMgiR2pIaFIM0,,0.763,0.457,324320,0.478,0,C,0.121,-6.668,Major,0.0328,130.308,0.173
62014,Reggaeton,Anonimus,Caja de Fantasias (feat. Ñengo Flow),7JDicn7xeeaylrbXhAWlR4,,0.255,0.698,229933,0.736,0,C,0.178,-6.374,Major,0.121,172.013,0.692
62015,Anime,Capcom Sound Team,???????,5Enr0T7kiIIlYOi4gqMceX,,0.0000417,0.546,242053,0.689,0.314,C#,0.0798,-8.16,Major,0.0413,160.061,0.434
62016,World,Tibet Project,Tibet (A Passage To),5HIrbKh1haPKkp6OL7OV6J,,0.0365,0.356,302467,0.576,0.885,C,0.455,-10.358,Major,0.0292,135.967,0.0566
62017,Comedy,John Pinette,The Wonderful Wizard of Oz Buffet,1TtsipZ8ET2qOtnZ0LBt5E,,0.872,0.445,158173,0.746,0,F,0.924,-12.423,Major,0.919,92.742,0.258
62018,Reggae,Pato Banton,Legalize It!,4ZLYFryzPiMTanotbrjclp,,0.00603,0.888,241933,0.623,0,B,0.0338,-9.317,Major,0.107,87.571,0.961
62019,Opera,Georges Bizet,"Carmen: Act III: Card Trio: Melons, coupons …",5QNjpS6wTjBiJRL3A8ESuY,,0.989,0.432,424040,0.103,0.000165,F,0.111,-19.413,Major,0.0609,121.381,0.0769
62020,Soundtrack,Cliff Martinez,Bhadra's Suite,2Aj985vvzAGNPKvPzj9Puk,,0.858,0.0767,254536,0.179,0.826,F,0.0888,-19.024,Major,0.0367,66.12,0.0354
62021,Opera,Giuseppe Verdi,"Il Trovatore (1997 - Remaster), Act I Scene Two: Il Trovator! lo fremo!...Deserto sulla terra (Conte/Manrico)",2H4kobnLSVxisLAggTCUUc,,0.982,0.316,104733,0.039,0.00181,D#,0.106,-27.51,Minor,0.0356,88.673,0.218
62022,Folk,Courtney Barnett,Charity,4o1T6OAlRNJ1bHYaLXDZkU,,0.00251,0.484,250120,0.821,0,C#,0.0857,-5.368,Minor,0.0395,133.956,0.477
62023,Opera,Charles Gounod,"Faust, Act III: O nuit d'amour, ciel radieux",2O7Xvtzy7CkV6w8sNd1La5,,0.957,0.236,339453,0.124,0.00124,G#,0.502,-20.288,Major,0.0436,78.905,0.0948
62024,Dance,Fabolous,Can't Let You Go,4wcv9ljdVpzRlP2unO54U0,,0.4,0.635,247200,0.768,0,C,0.0597,-4.611,Major,0.375,106.443,0.603
62025,Soul,Sam & Dave,Wrap It Up - LP / Single Version,2Ia7MzSyEjR62fXQ8Ur2vF,,0.659,0.786,152560,0.455,0.0000107,C#,0.0353,-9.47,Major,0.0414,112.743,0.648
62026,Alternative,Five Finger Death Punch,Bulletproof,6emqKI685TniB3SUER57JO,,0.00000453,0.487,196413,0.973,0.0263,F#,0.206,-3.584,Major,0.16,148.041,0.26
62027,Soul,Q-Tip,WeFight/WeLove,3SNNkt4dsdqkWpJwxdGNs6,,0.244,0.91,287387,0.413,0.00169,E,0.115,-7.84,Minor,0.07,95.471,0.736
62028,Reggae,Ocean Alley,Fly On The Wall,2EFhtMh9HLmpnKWmoFDQGI,,0.000128,0.587,243782,0.674,0,D#,0.223,-5.341,Major,0.0282,146.937,0.466
62029,Comedy,Eugene Mirman,Messages on Napkins at Bars,25sUhufgt7m9Amsb2frp9P,,0.793,0.591,111413,0.897,0,F#,0.294,-6.534,Major,0.911,85.899,0.301
62030,Soul,Chrisette Michele,All I Ever Think About,4KWRdYADKz1Fo1eLXWuMLi,,0.292,0.639,220827,0.724,0,G#,0.11,-4.538,Major,0.082,125.659,0.564
62031,Children's Music,Music For Little People Choir,BINGO,1zXmntkVcLRuM0odQ5wBxQ,,0.197,0.847,145693,0.245,0,E,0.0751,-12.443,Major,0.076,169.937,0.962
62032,Anime,Capcom Sound Team,Staff Roll,2t42BSMppzD7afwPaXG61y,,0.0111,0.499,96733,0.628,0.783,A#,0.0822,-12.263,Minor,0.0825,180.524,0.249
62033,Classical,Hector Berlioz,"La Damnation de Faust, Op. 24, H. 111: Pt. II, Scène VI - Fugue. ""Amen""",6qTXfnlGQAdawXJXB7CXQe,,0.98,0.102,90693,0.184,0.988,D,0.2,-20.783,Major,0.0384,90.608,0.399
62034,Ska,Less Than Jake,Help Save The Youth Of America From Exploding,4gGQkFLQEEb4UbjfnqcFvh,,0.00322,0.448,173973,0.947,0,D,0.185,-4.781,Major,0.113,140.043,0.729
62035,World,Atman,Feel It Together,65t8RvaQUMlKFpQpom7DBe,,0.0146,0.671,256052,0.872,0.564,F,0.0682,-4.142,Minor,0.0442,151.979,0.718
62036,Reggaeton,Zion & Lennox,Perdido Por El Mundo (feat. Daddy Yankee),5fKOQGVXay6IMUnuFyhTwx,,0.276,0.747,195133,0.807,0,G,0.15,-5.674,Minor,0.108,93.987,0.482
62037,Reggaeton,Alexis y Fido,Somos Tal Para Cual,6oL0ib27diOV7aoNFTrVLq,,0.125,0.811,215293,0.696,0,A,0.0662,-4.884,Minor,0.129,94.989,0.66
62038,Reggae,Don Carlos,English Women,6L1XzXeDVtrSUV3kASghEg,,0.00268,0.744,182933,0.439,0.000479,A#,0.338,-10.21,Minor,0.0718,74.639,0.663
62039,Movie,Larry Groce,London Bridge,2a7LbIOIZVlYzfKTIvjD8B,,0.875,0.828,95053,0.534,0.00022,C,0.321,-4.448,Major,0.044,103.998,0.834
62040,Movie,Marie-Thérèse Orain,"Non, Marcel !",7plmI7k8Ou2PnwdGTsnXft,,0.876,0.604,194070,0.463,0,F#,0.715,-9.648,Major,0.802,118.61,0.754
62041,Reggaeton,N'Klabe,Llegaste A Tiempo,3hzOxdA9XmGscB125Erpfv,,0.333,0.564,272427,0.675,0,F,0.232,-7.41,Major,0.0934,172.178,0.951
62042,Alternative,TWENTY88,2 Minute Warning,29pJCtNljzyBHHEYXmSIL2,,0.111,0.465,279693,0.592,0,E,0.499,-7.701,Minor,0.166,149.95,0.402
62043,Anime,MYTH & ROID,TRAGEDY:ETERNITY,4lfWouzRu2nxSIV9GV59NM,,0.00136,0.398,231587,0.864,0,D,0.209,-5.879,Major,0.133,184.853,0.299
62044,Electronic,Sofa Surfers,Rising,76KeBqGplC8LodFgdTHA2U,,0.268,0.678,243613,0.586,0.781,E,0.0779,-7.698,Minor,0.0328,104.971,0.37
62045,Comedy,Christopher Titus,My Wife,04bDXGCIVIFSP4mPlfrqYi,,0.721,0.531,642440,0.662,0,C#,0.904,-15.766,Major,0.934,87.246,0.18
62046,Classical,Frédéric Chopin,??????? ??? ??65 III. Largo,4gA6V3zJQG21vXP2rYMSG6,,0.993,0.121,234160,0.0051,0.907,A#,0.122,-34.731,Major,0.043,85.177,0.0635
62047,Anime,SCANDAL,Awanaitsumorino Genkidene,6silqAexSOSvvCkpjW0xkT,,0.000374,0.364,264387,0.858,0,E,0.0844,-2.64,Major,0.0601,174.868,0.572
62048,Reggaeton,Zion & Lennox,Hace Tiempo,43tmNdJ3GKAWGdimD75ycg,,0.0604,0.697,141009,0.88,0.00099,B,0.399,-7.406,Minor,0.0376,90.016,0.748
62049,Anime,The Winking Owl,Let Go,6XMiLgDlsILQF7eN5P7ASv,,0.00856,0.418,227413,0.934,0,A#,0.268,-2.794,Major,0.089,82.868,0.607
62050,Anime,Takatsugu Muramatsu,The Stolen Flower,7nSHYV6gU3GRSbYdh9qIP8,,0.906,0.433,105227,0.0767,0.915,A,0.0978,-21.172,Major,0.0344,130.063,0.0374
62051,Children's Music,Tom's Music Box,Bitteres Zu Sagen Denkst Du,0yAIsO1qDWdniqVS18TyLP,,0.775,0.591,55074,0.256,0.878,F,0.0872,-10.081,Major,0.0719,181.972,0.89
62052,Blues,Eagles Of Death Metal,Trouble,2Giohuv3seO9mVyKxvUH3j,,0.277,0.521,182640,0.721,0.00104,F#,0.093,-5.642,Major,0.0341,68.497,0.575
62053,Jazz,Chuck Loeb,True Or False,4X7yscl33wNkUucVVbnflC,,0.624,0.794,322440,0.628,0.277,D,0.0831,-6.575,Minor,0.0277,105.2,0.878
62054,Anime,Roselia,Legendary,2YolwWZGh3NXGcAUvhblKA,,0.0253,0.524,291967,0.959,0,A,0.472,-2.107,Minor,0.0832,144.079,0.358
62055,Anime,Akiko Shikata,Arabesque,63RPv4ws99dPePZkGxX6Ff,,0.565,0.474,280667,0.779,0.00000919,G#,0.0975,-4.497,Major,0.0435,101.934,0.351
62056,Anime,RADWIMPS,Zenzenzense - English ver.,3Wg1Btugdyum70TTRwiqFN,,0.000264,0.359,277853,0.881,0,B,0.068,-3.863,Major,0.109,189.6,0.665
62057,Comedy,Pablo Francisco,The Immigration Law,1ZP62Vu3uBe9TorAfDbBcq,,0.908,0.441,347667,0.971,0.0000149,G#,0.949,-7.663,Major,0.947,63.575,0.194
62058,Reggae,Vivanativa,Puro Amor,5fp4tGbNJomTVjt84ixcKm,,0.0316,0.561,256973,0.644,0.00154,E,0.101,-7.46,Major,0.0266,168.247,0.505
62059,Children's Music,Toddler Tunes,Old MacDonald Had a Farm,0h0NnSCI8oE4k6xmLbrVUX,,0.501,0.872,148000,0.633,0,D#,0.089,-8.279,Major,0.0621,119.987,0.926
62060,Comedy,Louis Katz,D.A.R.E. & Sex Ed,6slreLCBlVVMw4muDXhsPn,,0.814,0.612,180533,0.892,0,A#,0.746,-4.215,Major,0.861,85.613,0.553
62061,Movie,Leopold Stokowski,"Caucasian Sketches, Suite No.1, Op. 10: II. In the Village",1BkjUJekOB0EbnnOdzBJtx,,0.968,0.141,296547,0.123,0.156,F#,0.422,-23.277,Minor,0.056,182.752,0.0709
62062,World,Sean Feucht,Spirit and Truth (Live),2Ub5p9qpEbe7exesFoHcUG,,0.0452,0.438,508770,0.62,0,G,0.0898,-8.734,Major,0.0375,129.94,0.142
62063,Jazz,Between The Buried And Me,Alaska,5mu9hOnLDrCVS6IwxShpAL,,0.0000165,0.264,237693,0.953,0.457,C#,0.169,-4.321,Major,0.101,97.75,0.213
62064,Anime,ASIAN KUNG-FU GENERATION,Re:Re:,28MKy2umF5roXSqmUQ9eB7,,0.00032,0.541,228760,0.853,0.144,E,0.107,-5.081,Major,0.0357,152.913,0.787
62065,Ska,Toh Kay,Would You Be Impressed?,3K3oVqNCbRSA3JT9fqR5mq,,0.941,0.512,183093,0.349,0.45,A#,0.116,-12.617,Minor,0.0365,133.137,0.72
62066,Reggaeton,Voltio,Perdóname,6Oyji4Uv4MthotCnQnb5Cs,,0.0718,0.821,215293,0.661,0,A#,0.208,-8.019,Minor,0.281,99.031,0.524
62067,Soundtrack,Kevin Kiner,Padmé,4ud5wmcUNNO4f9FkPw3FxA,,0.88,0.209,99280,0.301,0.938,E,0.112,-11.716,Major,0.0347,71.037,0.0375
62068,Soundtrack,Trent Reznor and Atticus Ross,Parallel Timeline With Alternate Outcome,2wgK2I4HWA1NvR1VENAbEq,,0.983,0.122,392576,0.036,0.922,C,0.089,-19.264,Major,0.0399,61.909,0.0332
62069,Reggaeton,RKM,Llorarás,5bWPX3LKk53Yjh7lQAliGQ,,0.156,0.512,241387,0.632,0,A,0.591,-5.063,Major,0.0434,79.94,0.37
62070,Electronic,Excision,Jaguar,1md4Pkn8UDE1DgLr2m9mpf,,0.00246,0.439,204844,0.661,0.00036,A,0.116,-5.003,Minor,0.0288,77.821,0.129
62071,Blues,"Albert Hammond, Jr.",Power Hungry,1UQTNiuPGwY4Pz01c8PnlH,,0.201,0.694,227421,0.805,0.485,B,0.145,-5.83,Minor,0.0309,120.022,0.962
62072,Electronic,Björk,Where Is The Line,5ARQ5rxBfKcBO63c4v6sw7,,0.503,0.215,281200,0.699,0.0088,D,0.174,-9.463,Major,0.311,80.186,0.272
62073,Electronic,TYNAN,Flatline,64jN4J3gB6NqNjdgr3gBzX,,0.442,0.909,207779,0.77,0.456,D,0.0762,-4.316,Major,0.33,120.114,0.411
62074,Reggae,Eek-A-Mouse,"For Hire and Removal - 12"" Mix",3nySNL3ZD64jc27oZDsvvK,,0.0284,0.719,353373,0.578,0.000168,F,0.268,-7.503,Major,0.052,145.308,0.675
62075,Blues,George Thorogood & The Destroyers,The Sky Is Crying,1hcScgqxcD5gluFg8Pnkzz,,0.00712,0.399,317200,0.79,0.0241,D,0.159,-5.776,Major,0.0395,177.581,0.689
62076,Jazz,Ambrose Akinmusire,Confessions To My Unborn Daughter,410KIvVe4WZTrWYvxGXqAG,,0.718,0.366,515973,0.327,0.136,A,0.103,-12.433,Minor,0.0379,87.629,0.304
62077,Classical,Rhapsody,Power of the Dragonflame,0PXA1IlMwAK2fuAKVfCAyz,,0.000352,0.461,267333,0.99,0.00000196,C,0.169,-4.247,Major,0.0719,94.959,0.278
62078,Alternative,(Sandy) Alex G,Sarah (Bonus Track),3NzLIbvq342cvzDlDH33RV,,0.514,0.65,176147,0.686,0.000188,E,0.138,-5.198,Minor,0.0314,124.023,0.497
62079,Ska,Anti-Flag,Die for Your Government (Live),2Ffy4ZX06PTSLtWn8YwYZ0,,0.0191,0.473,194748,0.918,0.0243,C#,0.135,-5.859,Minor,0.224,89.402,0.591
62080,Reggaeton,Ilegales,Baila,5UXUtmHLB9HqGAO6V2tLQF,,0.069,0.836,232400,0.945,0.00131,C,0.0645,-4.604,Major,0.0652,131.881,0.91
62081,World,Natalie Grant,Your Great Name - Acoustic,5z12rTz3s2xTom7iCFTOU3,,0.633,0.557,333560,0.234,0,A#,0.0827,-8.882,Major,0.0302,143.598,0.25
62082,Ska,The Steady 45's,Get Her Back,7GJjZEK9C4bMdn8BsdHXpE,,0.508,0.603,173307,0.562,0,F,0.265,-6.259,Major,0.0662,207.196,0.967
62083,Blues,Widespread Panic,And It Stoned Me,49TGvdrSIBq8mwrzZPinfd,,0.162,0.478,341520,0.62,0.02,A,0.366,-9.887,Major,0.037,160.302,0.573
62084,Reggae,Ziggy Marley,Start It Up,2vkbH088hXD3HBbx7CQRv8,,0.156,0.76,201806,0.776,0,D,0.16,-3.795,Major,0.0459,90.061,0.919
62085,World,Lhasa De Sela,El Payande,2WTwhqp8jW9tevRmPA4AWw,,0.881,0.579,212000,0.4,0.00109,G#,0.111,-9.764,Minor,0.0277,96.24,0.258
62086,Blues,The Raconteurs,Hold Up,6StfoNKKHFnjynHeOM5piT,,0.00852,0.384,206373,0.95,0,E,0.636,-3.758,Minor,0.118,144.162,0.476
62087,Soundtrack,Max Richter,Non-eternal - Pt. 5,3m8cG7j9M5Ms3ArwAKyv5o,,0.996,0.198,200159,0.0662,0.945,D,0.0788,-26.102,Minor,0.0561,129.129,0.113
62088,Comedy,Christian Finnegan,Aspiring Pothead,0QJKzuy7Y3WO4iQCyQXzEv,,0.898,0.48,182440,0.738,0,F,0.755,-11.393,Minor,0.952,77.091,0.366
62089,Anime,Mrs. GREEN APPLE,WHOO WHOO WHOO,75EokCY14cefojSgs2wYst,,0.00125,0.639,230747,0.863,0.000191,G,0.0472,-3.492,Major,0.0369,119.989,0.564
62090,Jazz,Hailu Mergia,Bati Bati,238XJHnktzSQgZfUTq7upf,,0.511,0.263,424667,0.506,0.00939,F,0.105,-12.519,Minor,0.0518,198.718,0.763
62091,Classical,Wolfgang Amadeus Mozart,"Divertimento in E-Flat Major, K. 113: II. Andante",3ghOYPyPgYCaDuNDImmZei,,0.992,0.244,160907,0.0192,0.338,F,0.242,-27.068,Major,0.0423,136.269,0.148
62092,Soundtrack,Michael Andrews,Rosie Darko,2R2lqmxEGvFaGtoEB2eUel,,0.989,0.293,85107,0.0252,0.836,D#,0.112,-24.329,Major,0.0466,140.859,0.0928
62093,Anime,?????,??? -Instrumental-,1Z9NkxvIgy7o7WFBuf9Vlh,,0.775,0.395,304320,0.488,0.885,D#,0.308,-10.925,Major,0.0384,113.378,0.188
62094,R&B,Dounia,Shyne,1apHkCBjoLYLPriI9Bzq81,,0.113,0.731,288183,0.377,0.00952,F,0.116,-10.851,Minor,0.205,139.889,0.537
62095,Children's Music,Children Songs Company,12 Days of Christmas,0Uebxa7pXXIAPEJ19UkMiO,,0.783,0.475,55553,0.517,0.727,F,0.478,-4.73,Major,0.0392,134.78,0.937
62096,Country,Josh Turner,Southern Drawl,01DbOUlA8tfhNiXQfseZ8c,,0.0469,0.453,223427,0.717,0.0000358,F,0.0984,-5.597,Major,0.0322,145.949,0.33
62097,Comedy,Leopoldo Fernández,Pollicidio,1RDJFOKgTJVyRhgXH4p3uJ,,0.988,0.622,957000,0.426,0.0809,B,0.307,-13.129,Major,0.591,91.326,0.681
62098,Movie,Alan Menken,The Little Mermaid: Part of Your World (arr. for orchestra),1woA76rgRgf007W91VCM4N,,0.978,0.173,214360,0.0801,0.892,F,0.0828,-22.474,Major,0.041,139.523,0.05
62099,Movie,Randy Newman,"Woody and Buzz - From ""Toy Story""/Score",5PYvsgExYROfYmPq8Qa4hs,,0.849,0.278,269520,0.106,0.422,E,0.138,-17.482,Major,0.0426,109.315,0.0398
62100,Folk,Liza Anne,Closest To Me,3juuzbZaFWqOLrteOPOX9l,,0.293,0.581,253893,0.459,0.000862,F#,0.0638,-7.012,Major,0.0251,100.017,0.411
62101,Comedy,Rodney Carrington,Marriage Advice Song (How Bout We Fuck),7sCi7oQDHWwQ1UdHjtHE1j,,0.772,0.493,208547,0.192,0,G,0.895,-12.679,Major,0.0436,142.103,0.5
62102,Reggaeton,Feid,Siénteme,4NUOi1wgGyTFVNZYLuhuf6,,0.257,0.783,230243,0.729,0.000108,D,0.185,-6.482,Major,0.0499,97.045,0.6
62103,Soundtrack,Max Richter,if you came this way - Pt. 2,4U48qJUUjPhkjupmPUHgQR,,0.917,0.0674,275156,0.136,0.972,F,0.105,-19.281,Major,0.0395,75.809,0.0352
62104,Electronic,DROELOE,Weird Machine - Duumu Remix,30FFkkZgGmXeTXjCUxERPM,,0.125,0.535,224727,0.809,0.000034,F,0.0784,-4.48,Major,0.0685,110.035,0.203
62105,Alternative,Air,Sexy Boy,7Fx3o9QtK1vtpkEWkM6OJu,,0.00111,0.435,298467,0.651,0.609,C,0.111,-6.152,Major,0.0288,111.896,0.206
62106,Comedy,Big Jay Oakerson,"Hey Audience, Grow Up!",5VXTjxnczhm4aIP0gXB8ky,,0.92,0.479,307428,0.769,0,A,0.797,-13.158,Major,0.944,78.819,0.4
62107,Opera,Pietro Mascagni,Cavalleria rusticana: Intermezzo sinfonico,4pSGtkGxTWqnq3yWdTRjAh,,0.849,0.156,237867,0.0772,0.923,F,0.252,-24.452,Major,0.0386,86.25,0.0371
62108,Alternative,The Obsessives,Surfer Rosa,37mWDiJasHJcWtDu8AIyuG,,0.000376,0.635,221323,0.797,0.0846,D,0.197,-5.41,Major,0.03,120.041,0.856
62109,Country,Tracy Lawrence,As Any Fool Can See,77VYjBmlOwGiLKlSEB14xG,,0.0783,0.676,183387,0.713,0,G,0.277,-8.658,Major,0.0267,122.881,0.879
62110,Reggaeton,De La Ghetto,Forever in Love,1tPP0frmZr5UJKZsvXrhzL,,0.219,0.684,256453,0.657,0.0000884,C,0.104,-5.048,Minor,0.178,175.828,0.462
62111,Blues,The Dells,I Touched A Dream,4L8qLuwLjX5pEN96zYBoJE,,0.292,0.536,319560,0.489,0.0000172,E,0.0564,-11.441,Major,0.0507,145.104,0.719
62112,Jazz,KLIM,Jingle,7nIYhglTrcrLpnjL6FhTQR,,0.178,0.522,135750,0.494,0.53,C,0.235,-7.664,Major,0.131,91.975,0.54
62113,Soul,Al Green,"Put A Little Love In Your Heart - From ""Scrooged"" Soundtrack",0Zy1yjB9wMfm76pcEF2egT,,0.0173,0.531,229733,0.667,0,F#,0.0936,-12.881,Major,0.0361,101.326,0.815
62114,Children's Music,Nursery Rhymes ABC,"Pirouette, cacahuète",7t8fnv1MB20YltARxIREVq,,0.563,0.763,169977,0.56,0.00000273,G#,0.206,-8.087,Major,0.0308,140.044,0.857
62115,Blues,Victoria Spivey,Garter Snake Blues,6PScTantRyDSp4AkOGTKUT,,0.986,0.643,197146,0.175,0.678,C,0.299,-13.24,Major,0.0496,100.521,0.721
62116,Classical,Howard Shore,The Road Goes Ever On... Pt. 1,4xaPCPyMiFDiw7SoksTBKo,,0.911,0.0671,358533,0.0777,0.852,D,0.0947,-24.175,Major,0.0424,73.277,0.0382
62117,Children's Music,Kimbo Children's Music,Battements tendus (Moderately Slow 4/4),7BtmSYRjQVmNNm3gv7zgBQ,,0.97,0.574,145427,0.285,0.839,G,0.118,-10.021,Major,0.137,122.31,0.444
62118,Children's Music,Kimbo Children's Music,Here I Am,2oChmdo3tKrZ3g7ofsSHQZ,,0.962,0.915,85107,0.0508,0,E,0.134,-16.938,Major,0.109,130.698,0.666
62119,Soundtrack,Alexandre Desplat,Benjamin and Daisy,7h56FA9qGEJ3h9htxBR32t,,0.992,0.328,151653,0.034,0.879,E,0.103,-21.951,Minor,0.0428,68.097,0.0578
62120,Anime,Hachioji P,Little Scarlet Bad Girl,0dyY8P9WGg1dzpaWTUcP9Z,,0.000144,0.459,224338,0.977,0.00000148,G,0.4,-2.611,Major,0.242,131.967,0.511
62121,Reggaeton,Kevin Roldan,Irremplazables,3fEUgRg9ULB2HFkHyctJz0,,0.217,0.877,178187,0.756,0,A#,0.186,-2.693,Major,0.0723,90.086,0.673
62122,Folk,Beach House,Bluebird,0j2zEO4qNuuICLvWsQRwFM,,0.652,0.502,235027,0.582,0.637,C,0.121,-10.239,Major,0.0289,168.054,0.412
62123,Alternative,Five Finger Death Punch,Salvation,6u9YsI0Zv5oMXrSM8MMjR5,,0.0000357,0.503,200640,0.94,0,B,0.0958,-4.866,Major,0.14,145.004,0.235
62124,Soul,MOONZz,Gdbye,4aaIlml3mp3QajuoQqWP3R,,0.00217,0.69,262857,0.849,0.017,F,0.41,-5.983,Minor,0.0525,105.03,0.321
62125,Blues,Canned Heat,Going Up The Country - Remastered 2005,0YkfbOiT5ajoUzE4mbv6rG,,0.756,0.645,171907,0.477,0.0493,A#,0.128,-10.142,Major,0.0361,79.421,0.65
62126,Folk,Julien Baker,Go Home,7H189Ut3Lf3fCs49ETxty9,,0.986,0.374,304645,0.0952,0.000272,E,0.131,-11.863,Major,0.0352,87.202,0.167
62127,Comedy,Kevin Hart,Sex,588b2nvezUzkL8YQjDP8q3,,0.797,0.599,247227,0.914,0,G#,0.34,-6.868,Major,0.949,77.612,0.186
62128,Soul,Smokey Robinson,Will You Love Me Tomorrow?,3qdGPi6cpcOSAc1QzKFPmC,,0.827,0.32,280307,0.324,0.0122,A#,0.175,-12.284,Major,0.028,149.542,0.403
62129,Anime,Ryuichi Sakamoto,The Wuthering Heights,5UVKISF1TBBb5e7Hy1pHwc,,0.784,0.167,321027,0.261,0.101,G,0.364,-13.656,Minor,0.0325,78.288,0.1
62130,Children's Music,Juice Music,You Are The Music In Me,2qPpzlvk3vNn7RgntyuqHR,,0.791,0.561,210053,0.483,0,F,0.0903,-5.514,Major,0.0543,203.841,0.643
62131,Soundtrack,Brad Fiedel,It's Over - Remastered 2017,4Z0JwkyTaq5JDu0ClOMLSZ,,0.836,0.0789,279307,0.19,0.9,A,0.109,-15.358,Major,0.0381,82.554,0.0388
62132,Folk,Joan Shelley,Here and Whole,7xVfGsb96lYNw5pmxCX7no,,0.943,0.537,293600,0.302,0.0165,F#,0.112,-10.539,Major,0.0325,125.712,0.25
62133,Classical,Edvard Grieg,"Peer Gynt, Op. 23: No. 15, Prelude. Morgenstemning",3ruBfUP68hwQ6OheoeIMDO,,0.971,0.0733,261133,0.0094,0.756,E,0.127,-27.066,Major,0.0443,77.957,0.035
62134,Soundtrack,Rachel Portman,"Theme - From ""Emma""",06mi7oiYv5pftvpFU784jc,,0.941,0.117,179493,0.0605,0.849,G,0.0921,-21.78,Major,0.0441,93.812,0.0347
62135,Soundtrack,Henry Jackman,The Tunnel,64uJWrRtsKeJiN5VmEgcTf,,0.548,0.239,231213,0.337,0.83,G,0.117,-13.171,Major,0.0377,150.566,0.0595
62136,Soundtrack,Elliot Goldenthal,The Floating Bed,4OCdgLLcPPqDJg8eWFi8rM,,0.755,0.556,89640,0.491,0.796,A,0.141,-10.497,Minor,0.0455,174.055,0.221
62137,A Capella,The Singers Unlimited,All the Things You Are,3rAyathx1VKaUel80vh1g0,,0.977,0.243,225850,0.0622,0.0566,B,0.0907,-19.874,Minor,0.0383,134.759,0.038
62138,Jazz,Luiz Bonfá,Perdido de Amor [Lost in Love],4xvpttkjjEH0l2hrizYla7,,0.947,0.488,206067,0.0374,0.000191,G,0.147,-22.637,Major,0.0403,87.275,0.259
62139,Ska,Direct Hit!,Bleach Music,0mHkuc0lGbSs3GNBBoatXp,,0.000594,0.508,182947,0.946,0.00129,F#,0.077,-3.204,Major,0.0677,166.029,0.961
62140,Soundtrack,Ludwig Goransson,Ocean Photographs,0442n4Mlbr1cQoouimTlZw,,0.958,0.529,164827,0.28,0.912,G,0.454,-16.051,Major,0.032,107.014,0.0909
62141,R&B,PJ Morton,Everything's Gonna Be Alright (feat. BJ the Chicago Kid & The HamilTones) - Live,5EjEUW3OLWDcFR3JTnenIM,,0.423,0.416,452501,0.837,0,G#,0.385,-6.265,Major,0.152,92.856,0.778
62142,Anime,GARNiDELiA,Asteroid (Another remix),5pJV6i7fwuZqtXXkn4tPpc,,0.0277,0.569,253720,0.959,0.135,F,0.234,-4.85,Major,0.103,140.042,0.165
62143,Comedy,Natasha Leggero,Adderall and Oprah,4Orn6EHtkayV3fvwvtuGpS,,0.848,0.571,341715,0.84,0,A,0.728,-5.908,Major,0.942,87.931,0.443
62144,Opera,Giuseppe Verdi,"Rigoletto, Act II: Tutte le feste al tiempo",51gabeb4Qsp507KUFITwit,,0.945,0.252,206533,0.0353,0.00000307,C,0.142,-23.345,Major,0.049,167.123,0.0648
62145,Movie,Karine Costa,Lui,6iV04M5GHcfI76qXLUFh4X,,0.506,0.472,247000,0.425,0,C,0.114,-7.879,Major,0.0291,133.477,0.104
62146,Classical,John Dowland,Lachrimae,6mv4u62JIW4kihhyPj0l06,,0.946,0.322,315573,0.0134,0.9,F#,0.102,-37.415,Minor,0.0471,87.419,0.214
62147,Ska,The Slackers,Run Till We Can't Outrun,5KC3AWnx7OKdTcbLp3vV5H,,0.126,0.566,243421,0.774,0.00000584,F,0.115,-5.211,Major,0.0279,125.651,0.815
62148,World,Don Moen,River Of Love,2nvF8glpQxdbPEYirDnnOz,,0.29,0.598,273267,0.764,0.000121,B,0.865,-9.941,Minor,0.029,145.239,0.68
62149,Reggae,Stick Figure,Dead End Street,0k01KsGXzsBRRf0kvcmRgZ,,0.109,0.693,217853,0.881,0.268,C#,0.152,-4.697,Minor,0.0275,100.406,0.782
